reporting_period,project_number,legacy_project_number,street_address,city,county,state,zip_code,incorporated_municipality,municipality_type,census_tract,nys_disadvantaged_community_status,climate_and_economic_justice_screening_tool_status,sector,program_type,solicitation,electric_utility,purchase_type,date_application_received,date_install,project_status,contractor,minority_or_women_owned_business_enterprise_mwbe,inverter_manufacturer,primary_inverter_model_number,inverter_quantity,pv_module_manufacturer,pv_module_model_number,pv_module_quantity,project_cost,total_nyserda_incentive,affordable_solar_residential_adder,affordable_multifamily_housing_incentive,community_adder,inclusive_community_solar_adder,expanded_solar_for_all_adder,brownfield_landfill_adder,canopy_adder,prevailing_wage_adder,totalnameplatekwdc,expected_kwh_annual_production,remote_net_metering,community_distributed_generation,green_jobs_green_new_york_participant,latitude,longitude,georeference
2023-11-30T00:00:00Z,309823,NA,211 Bedford Park Blvd,Bronx,Bronx,NY,10458,New York,City,36005041300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-26T00:00:00Z,2021-08-18T00:00:00Z,Complete,JBI Solar (dba for JBI Construction Group),No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [208V],156,LG Electronics Inc.,LG420N2W-V5,155,341766.43,19530,0,0,0,0,0,0,0,0,65.1,80545,NA,Yes,No,40.87184877,-73.88721282,POINT (-73.88721282 40.87184877)
2023-11-30T00:00:00Z,329410,NA,131 Lynhurst Ave,Staten Island,Richmond,NY,10305,New York,City,36085000800,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-12-24T00:00:00Z,NA,Pipeline,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],1,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-435M,187,183084,29285,0,0,0,4881,0,0,0,0,81.35,93033,NA,Yes,No,40.6169912,-74.07232609,POINT (-74.07232609 40.6169912)
2023-11-30T00:00:00Z,279417,NA,1465 Madison Ave,New York,New York,NY,10029,New York,City,36061016800,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-31T00:00:00Z,2021-09-21T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,79,69324,29526,0,21823.5,0,0,0,0,0,0,25.67,27813,NA,Yes,No,40.7900536,-73.95175163,POINT (-73.95175163 40.7900536)
2023-11-30T00:00:00Z,304107,NA,5610 Farragut Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-01T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],3,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,111,97404,41486,0,30663,0,0,0,0,0,0,36.07,43583,NA,Yes,No,40.63525423,-73.92228059,POINT (-73.92228059 40.63525423)
2023-11-30T00:00:00Z,306417,NA,5808 Farragut Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-07T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9KUS [208V],3,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,119,104424,44476,0,32873,0,0,0,0,0,0,38.67,47007,NA,Yes,No,40.63548184,-73.92000467,POINT (-73.92000467 40.63548184)
2023-11-30T00:00:00Z,327966,NA,225 W 23 St,New York,New York,NY,10011,New York,City,36061009100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-01T00:00:00Z,NA,Pipeline,Sunkeeper Solar LLC,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 430,110,193000,6527,0,0,0,0,0,0,0,0,47.3,45589,NA,Yes,No,40.74469083,-73.99665508,POINT (-73.99665508 40.74469083)
2023-11-30T00:00:00Z,310092,NA,2885 Valentine Ave,Bronx,Bronx,NY,10458,New York,City,36005040702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-27T00:00:00Z,2021-10-06T00:00:00Z,Complete,JBI Solar (dba for JBI Construction Group),No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [208V],135,LG Electronics Inc.,LG420N2W-V5,135,265221,17010,0,0,0,0,0,0,0,0,56.7,69809,NA,Yes,No,40.8701641,-73.88902334,POINT (-73.88902334 40.8701641)
2023-11-30T00:00:00Z,288027,NA,1988 Newbold Ave,Bronx,Bronx,NY,10472,New York,City,36005007200,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-04T00:00:00Z,2023-06-12T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE17.3KUS [208V],1,LG Electronics Inc.,LG360N1C-N5,60,139681,21600,0,15120,0,0,0,0,0,0,21.6,26603,NA,Yes,No,40.83227798,-73.85875305,POINT (-73.85875305 40.83227798)
2023-11-30T00:00:00Z,293767,NA,141 St Marks Pl,Staten Island,Richmond,NY,10301,New York,City,36085000700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-30T00:00:00Z,2021-08-10T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,LG Electronics Inc.,LG380N1C-A6,221,430142,25194,0,0,0,0,0,0,0,0,83.98,94917,NA,Yes,No,40.64616379,-74.08153312,POINT (-74.08153312 40.64616379)
2023-11-30T00:00:00Z,305314,NA,5704 Farragut Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-02T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,107,93894,39991,0,29558,0,0,0,0,0,0,34.77,42736,NA,Yes,No,40.63513805,-73.92159737,POINT (-73.92159737 40.63513805)
2023-11-30T00:00:00Z,273677,NA,40-01 Vernon Blvd,Long Island City,Queens,NY,11101,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-11-10T00:00:00Z,2021-07-06T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,235,239227,84600,0,50760,0,0,0,0,0,0,84.6,92293,NA,Yes,No,40.75744998,-73.94575901,POINT (-73.94575901 40.75744998)
2023-11-30T00:00:00Z,305790,NA,5812 Farragut Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-03T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,90,78975,33638,0,24863,0,0,0,0,0,0,29.25,35156,NA,Yes,No,40.63620539,-73.92033819,POINT (-73.92033819 40.63620539)
2023-11-30T00:00:00Z,309909,NA,86-3 102nd St,Richmond Hill,Queens,NY,11418,New York,City,36081002600,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-06-15T00:00:00Z,2023-04-11T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],1,LG Electronics Inc.,LG350N1C-V5,151,265022,15846,0,0,0,0,0,0,0,0,52.85,64230,NA,Yes,No,40.69614254,-73.84575899,POINT (-73.84575899 40.69614254)
2023-11-30T00:00:00Z,264738,NA,40- 14 Vernon Blvd,Long Island City,Queens,NY,11101,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-10-16T00:00:00Z,2021-06-16T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,173,176112,62280,0,37368,0,0,0,0,0,0,62.28,65889,NA,Yes,No,40.756792,-73.94632763,POINT (-73.94632763 40.756792)
2023-11-30T00:00:00Z,288015,NA,1410 Morris Ave,Bronx,Bronx,NY,10456,New York,City,36005022500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-03T00:00:00Z,2022-04-12T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,106,224015,38160,0,26712,0,0,0,0,0,0,38.16,46476,NA,Yes,No,40.838243,-73.91099212,POINT (-73.91099212 40.838243)
2023-11-30T00:00:00Z,316641,NA,808 Cauldwell Ave,Bronx,Bronx,NY,10456,New York,City,36005007500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-07-16T00:00:00Z,2023-04-14T00:00:00Z,Complete,Sunkeeper Solar LLC,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 430,92,129030.02,11868,0,0,0,0,0,0,0,0,39.56,46449,NA,Yes,No,40.8205961,-73.90782999,POINT (-73.90782999 40.8205961)
2023-11-30T00:00:00Z,311747,NA,448 St Nicholas Ave,New York,New York,NY,10027,New York,City,36061021500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-06-16T00:00:00Z,2022-07-18T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Hanwha Q CELLS,Q.PEAK DUO L-G6 430,116,191525,49880,0,34916,0,0,0,0,0,0,49.88,60960,NA,Yes,No,40.81523063,-73.94867696,POINT (-73.94867696 40.81523063)
2023-11-30T00:00:00Z,312632,NA,2629 Sedgwick Ave,Bronx,Bronx,NY,10468,New York,City,36005026900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-06-25T00:00:00Z,2023-01-04T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,Hanwha Q CELLS,Q.PEAK DUO L-G6 430,84,95718,36120,0,25284,0,0,0,0,0,0,36.12,43992,NA,Yes,No,40.86942428,-73.90482082,POINT (-73.90482082 40.86942428)
2023-11-30T00:00:00Z,305344,NA,5721 Avenue H,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-02T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,72,63180,26910,0,19890,0,0,0,0,0,0,23.4,28029,NA,Yes,No,40.63356063,-73.9208363,POINT (-73.9208363 40.63356063)
2023-11-30T00:00:00Z,270706,NA,155- 55 Cross Bay Blvd,Howard Beach,Queens,NY,11414,New York,City,36081088400,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-11-03T00:00:00Z,2022-02-25T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Hanwha Q CELLS,Q.PEAK DUO-G5 330,262,320471,86460,0,51876,0,0,0,0,0,0,86.46,96913,NA,Yes,No,40.66476756,-73.84073771,POINT (-73.84073771 40.66476756)
2023-11-30T00:00:00Z,287769,NA,759 46 St,Brooklyn,Kings,NY,11220,New York,City,36047009400,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-22T00:00:00Z,2021-09-13T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,LG Electronics Inc.,LG360N1C-N5,192,354452,20736,0,0,0,0,0,0,0,0,69.12,85434,NA,Yes,No,40.64383403,-74.00196404,POINT (-74.00196404 40.64383403)
2023-11-30T00:00:00Z,323241,NA,103 Thayer St,New York,New York,NY,10040,New York,City,36061028700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-17T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Canadian Solar Inc.,CS3W-440MB-AG,296,403744,45322,0,0,0,0,0,0,6250,0,130.24,162491,NA,Yes,No,40.86473084,-73.92774453,POINT (-73.92774453 40.86473084)
2023-11-30T00:00:00Z,277627,NA,10031 4 Ave,Brooklyn,Kings,NY,11209,New York,City,36047016200,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-03-16T00:00:00Z,2023-08-07T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,LG Electronics Inc.,LG360N1C-N5,211,262062,22788,0,0,0,0,0,0,0,0,75.96,90963,NA,Yes,No,40.61222557,-74.03394245,POINT (-74.03394245 40.61222557)
2023-11-30T00:00:00Z,313574,NA,448 State St,Brooklyn,Kings,NY,11217,New York,City,36047004100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-06-24T00:00:00Z,2021-07-21T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],2,LG Electronics Inc.,LG390Q1C-A6,26,46441.89,3042,0,0,0,0,0,0,0,0,10.14,12392,NA,Yes,No,40.68672319,-73.98249566,POINT (-73.98249566 40.68672319)
2023-11-30T00:00:00Z,278189,NA,1 74 St,Brooklyn,Kings,NY,11209,New York,City,36047003800,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-25T00:00:00Z,2023-02-21T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],3,LG Electronics Inc.,LG360N1C-N5,467,736693,50436,0,0,0,0,0,0,0,0,168.12,199101,NA,Yes,No,40.63431299,-74.03606774,POINT (-74.03606774 40.63431299)
2023-11-30T00:00:00Z,297529,NA,330 Lexington Ave,Brooklyn,Kings,NY,11216,New York,City,36047025100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-17T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,117,134316,40950,0,28665,0,0,0,0,0,0,40.95,49478,NA,Yes,No,40.687817,-73.94865416,POINT (-73.94865416 40.687817)
2023-11-30T00:00:00Z,303423,NA,90 Park Ter E,New York,New York,NY,10034,New York,City,36061030700,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-24T00:00:00Z,2023-07-18T00:00:00Z,Complete,Premier Solar Solutions,No,SolarEdge Technologies Ltd.,SE17.3KUS [208V],1,Trina Solar,TSM-370DE14A(II),66,68941.5,4884,0,0,0,0,0,0,0,0,24.42,29314,NA,Yes,No,40.87091531,-73.91570549,POINT (-73.91570549 40.87091531)
2023-11-30T00:00:00Z,274260,NA,2505 Bruckner Blvd,Bronx,Bronx,NY,10462,New York,City,36005019400,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-24T00:00:00Z,NA,Pipeline,"PowerFlex Solar, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],27,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 400,5786,4000000,925760,0,0,0,0,0,0,0,0,2314.4,2787098,NA,Yes,No,40.83048017,-73.83976267,POINT (-73.83976267 40.83048017)
2023-11-30T00:00:00Z,303410,NA,885 E 56 St,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-01T00:00:00Z,2021-11-16T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,106,93015,39618,0,29283,0,0,0,0,0,0,34.45,41872,NA,Yes,No,40.63468146,-73.92246311,POINT (-73.92246311 40.63468146)
2023-11-30T00:00:00Z,302029,NA,2230 Grand Concrs,Bronx,Bronx,NY,10457,New York,City,36005038301,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-09T00:00:00Z,2022-02-02T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],126,LG Electronics Inc.,LG420N2W-V5,126,302961.52,15876,0,0,0,0,0,0,0,0,52.92,65832,NA,Yes,No,40.85604104,-73.9003959,POINT (-73.9003959 40.85604104)
2023-11-30T00:00:00Z,301506,NA,1000 Anderson Ave,Bronx,Bronx,NY,10452,New York,City,36005018900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-07T00:00:00Z,2022-01-11T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],99,LG Electronics Inc.,LG420N2W-V5,99,229888.81,12474,0,0,0,0,0,0,0,0,41.58,53412,NA,Yes,No,40.83225123,-73.92706118,POINT (-73.92706118 40.83225123)
2023-11-30T00:00:00Z,297579,NA,545 Greene Ave,Brooklyn,Kings,NY,11216,New York,City,36047025100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-05-17T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,LG Electronics Inc.,LG350N1C-V5,117,134316,40950,0,28665,0,0,0,0,0,0,40.95,50047,NA,Yes,No,40.68878083,-73.94891618,POINT (-73.94891618 40.68878083)
2023-11-30T00:00:00Z,287808,NA,1082 Gerard Ave,Bronx,Bronx,NY,10452,New York,City,36005019500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-01T00:00:00Z,2022-05-12T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE20K [480V],1,LG Electronics Inc.,LG360N1C-N5,74,172220,26640,0,18648,0,0,0,0,0,0,26.64,32446,NA,Yes,No,40.83263779,-73.9217928,POINT (-73.9217928 40.83263779)
2023-11-30T00:00:00Z,309577,NA,305 E 140 St,Bronx,Bronx,NY,10454,New York,City,36005003900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-07-15T00:00:00Z,NA,Pipeline,"Solar Energy Systems, LLC",No,Yaskawa Solectria Solar,PVI 25TL-208 [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 430,69,88955.52,8901,0,0,0,0,0,0,0,0,29.67,39384,NA,Yes,No,40.81174143,-73.9248407,POINT (-73.9248407 40.81174143)
2023-11-30T00:00:00Z,321000,NA,1495 Morris Ave,Bronx,Bronx,NY,10457,New York,City,36005022500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-07-21T00:00:00Z,2022-02-03T00:00:00Z,Complete,JBI Solar (dba for JBI Construction Group),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],162,LG Electronics Inc.,LG420N2W-V5,162,375866.74,20412,0,0,0,0,0,0,0,0,68.04,83005,NA,Yes,No,40.84049568,-73.91002344,POINT (-73.91002344 40.84049568)
2023-11-30T00:00:00Z,329446,NA,2385 Hollers Ave,Bronx,Bronx,NY,10475,New York,City,36005046202,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-12-24T00:00:00Z,NA,Pipeline,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],3,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-435M,505,608452,79084,0,0,0,13181,0,0,0,0,219.68,255523,NA,Yes,No,40.88565359,-73.82385568,POINT (-73.82385568 40.88565359)
2023-11-30T00:00:00Z,287772,NA,58- 95 Maurice Ave,Maspeth,Queens,NY,11378,New York,City,36081021900,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2021-02-05T00:00:00Z,2023-01-06T00:00:00Z,Complete,QCells Enable LLC (dba for Hanwha Q Cells America Inc),No,Chint Power Systems America,CPS SCA25KTL-DO/US-208 [208V],8,"Risen Energy Co., Ltd.",RSM144-6-400M,838,526264,100560,0,0,0,0,0,0,0,0,335.2,408310,NA,Yes,No,40.7257865,-73.90976903,POINT (-73.90976903 40.7257865)
2023-11-30T00:00:00Z,305759,NA,5903 Glenwood Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-03T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,110,96525,41113,0,30388,0,0,0,0,0,0,35.75,43935,NA,Yes,No,40.63435841,-73.92041805,POINT (-73.92041805 40.63435841)
2023-11-30T00:00:00Z,324696,NA,2301 5 Ave,New York,New York,NY,10037,New York,City,36061021000,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-19T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],3,LG Electronics Inc.,LG440N2T-E6,279,376873,122760,0,98208,0,0,0,0,0,0,122.76,153471,NA,Yes,No,40.81565459,-73.93490551,POINT (-73.93490551 40.81565459)
2023-11-30T00:00:00Z,288034,NA,3510 Decatur Ave,Bronx,Bronx,NY,10467,New York,City,36005043100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-09T00:00:00Z,2022-10-13T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE20K [480V],1,LG Electronics Inc.,LG360N1C-N5,75,151831,27000,0,18900,0,0,0,0,0,0,27,32884,NA,Yes,No,40.8791846,-73.87223432,POINT (-73.87223432 40.8791846)
2023-11-30T00:00:00Z,326287,NA,675 Zerage Avenue,Bronx,Bronx,NY,10473,New York,City,NA,NA,NA,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-08-06T00:00:00Z,NA,Pipeline,"Solar Energy Systems, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],13,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 430,2363,1707267.5,304827,0,0,0,0,0,0,0,0,1016.09,1362666,NA,Yes,No,40.82025,-73.855035,POINT (-73.855035 40.82025)
2023-11-30T00:00:00Z,276399,NA,360 Lexington Ave,Brooklyn,Kings,NY,11216,New York,City,36047026500,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-11T00:00:00Z,2021-06-14T00:00:00Z,Complete,Sunkeeper Solar LLC,No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Hanwha Q CELLS,Q.PEAK DUO L-G8.2 425,273,387591.5,116025,0,81217,0,0,0,0,0,0,116.02,134624,NA,Yes,No,40.68799841,-73.94701244,POINT (-73.94701244 40.68799841)
2023-11-30T00:00:00Z,306392,NA,5907 Glenwood Rd,Brooklyn,Kings,NY,11234,New York,City,36047094402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-09-03T00:00:00Z,2021-11-17T00:00:00Z,Complete,"Accord Power, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN325SA17,106,93015,39618,0,29283,0,0,0,0,0,0,34.45,41872,NA,Yes,No,40.63462947,-73.91995243,POINT (-73.91995243 40.63462947)
2023-11-30T00:00:00Z,301910,NA,1056 Sherman Ave,Bronx,Bronx,NY,10456,New York,City,36005018101,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-04-09T00:00:00Z,2021-09-24T00:00:00Z,Complete,SOLANTA CORP,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],153,LG Electronics Inc.,LG420N2W-V5,153,411146,19278,0,0,0,0,0,0,0,0,64.26,83449,NA,Yes,No,40.83048246,-73.91769095,POINT (-73.91769095 40.83048246)
2023-11-30T00:00:00Z,281615,NA,65 Willoughby Ave,Brooklyn,Kings,NY,11205,New York,City,36047018300,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-01-19T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG380N1C-A6,98,190149,11172,0,0,0,0,0,0,0,0,37.24,45512,NA,Yes,No,40.69172473,-73.97028455,POINT (-73.97028455 40.69172473)
2023-11-30T00:00:00Z,287814,NA,1130 Anderson Ave,Bronx,Bronx,NY,10452,New York,City,36005019900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2021-02-01T00:00:00Z,2021-10-27T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE40KUS [480V],1,LG Electronics Inc.,LG360N1C-N5,148,239652,53280,0,37296,0,0,0,0,0,0,53.28,64162,NA,Yes,No,40.83518282,-73.92479712,POINT (-73.92479712 40.83518282)
