bin,address,heightroof,zonedist1,ratio_residfar,histdist,ElcPrd_MWh,ownername,zipcode,bct2020,agent_name,head_name,officer_name,manager_name,owner_add,agent_add,head_add,officer_add,owner_cat,r_bldgtype,residential,bbl,f_lowroof,f_mzone,f_lowres,f_hd,f_mulbldg,f_disad,f_ll97,f_solrad,f_nys_dac,elcprd_MWh,index
3048442,520 PARK AVENUE,14.97,M1-1,Inf,NA,127.246835616,520 PARK LLC,11205,3123700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3017350005,2,1,0,0,0,1,0,1,1,127.246835616,6
3256649,444 LENOX ROAD,46.77,R5,2.7199999999999998,NA,526.284116815,NEW YORK STATE OF(HOUSING FINANCE AGCY),11203,3081600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3048550007,0,0,1,0,0,1,2,2,0,526.284116815,6
3326506,355 CHESTER STREET,37.38,R6,0.5802469135802468,NA,91.101996301,"HP MARCUS GARVEY PRESERVATION HOUSING CO MPANY, INC",11212,3092400,CATHERINE SMALLING,HERMINIO TORRES,NA,CATHERINE SMALLING,1735 PARK AVE 300 New York NY 10035,353 CHESTER STREET MGMT O Brooklyn NY 11212,1735 PARK AVE 300 New York NY 10035,NA,Tax-exempt property,multiple unit,1,3035750011,0,0,1,0,2,1,2,0,1,91.101996301,7
3143892,6223 2 AVENUE,27.99,M1-1,Inf,NA,842.929019666,LIFE QUALITY 63-64 LLC,11220,3002200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3057980001,2,1,0,0,0,1,2,3,1,842.929019666,10
3080697,1501 PITKIN AVENUE,81.15,C4-3,1.5432098765432098,NA,212.304289299,PITKIN TERRACE LLC,11212,3090000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3034920001,0,0,0,0,0,1,2,1,1,212.304289299,5
3065451,272 NORTH HENRY STREET,27.35,M1-1,Inf,NA,78.0295414311,VMR CORPORATION,11222,3058901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3026070054,2,1,0,0,1,0,0,0,1,78.0295414311,5
3013917,5216 5 AVENUE,43.44,C4-3A,1,NA,113.340452958,5215 PROPERTIES LLC,11220,3007600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3008070046,0,0,0,0,0,1,2,1,1,113.340452958,5
3108501,260 LINDEN BOULEVARD,44.0,R6,0.97119341563786,NA,85.0778287324,LINDEN GARDENS CONDO INC,11226,3081800,JONATHAN SAMET,JONATHAN SAMET,ROY CHARLES,ROY CHARLES,260 LINDEN BLVD  BROOKLYN NY 11226,1360 EAST 14TH STREET  BROOKYN NY 11230,1360 EAST 14 STREET  BROOKLYN NY 11230,1360 EAST 14TH STREET  BROOKLYN NY 11230,Unknown (likely private),not residential,0,3048687501,0,0,1,0,2,0,2,0,0,85.0778287324,5
3053847,1536 FULTON STREET,25.71,R7D,0.28095238095238095,NA,119.620365222,FULTON REALTY LLC,11216,3027100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3018640021,2,0,0,0,0,0,0,1,1,119.620365222,4
3209904,3601 KINGS HIGHWAY,66.45,R5,3.976,NA,79.666938583,SF CAMMEBY'S REALTY LLC,11210,3073800,MOSHE ALTUSKY,MOSHE ALTUSKY,NA,MOSHE ALTUSKY,R/O 224-30 64TH AVENUE  OAKLAND GARDENS NY 11364,R/O 224-30 64TH AVENUE  OAKLAND GARDENS NY 11364,R/O 224-30 64TH AVENUE  OAKLAND GARDENS NY 11364,NA,Unknown (likely private),multiple unit,1,3076540024,0,0,1,0,0,1,2,0,0,79.666938583,4
3113984,3111 GLENWOOD ROAD,66.51,R6,1.9259259259259256,NA,76.7004966773,RIZARO REALTY LLC,11210,3078602,ROBERT IZSAK,ROBERT IZSAK,MAX ROVT,ELEZI PERPARIM,3030 OCEAN AVE AA BROOKLYN NY 11235,3030 OCEAN AVE AA BROOKLYN NY 11235,3030 OCEAN AVE AA BROOKLYN NY 11235,3030 OCEAN AVE AA BROOKLYN NY 11235,Unknown (likely private),multiple unit,1,3050060006,0,0,1,0,0,1,2,0,0,76.7004966773,4
3100526,1027 CLARKSON AVENUE,61.69,R6,1.3045267489711934,NA,118.429628568,1035 CLARKSON AVENUE CO. LLC,11212,3088200,MOISHE BEGUN,PETER REBENWURZEL,MICHAEL HAAS,GERMAN MORALES,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,1499 CONEY ISLAND AVENUE  BROOKLYN NY 11230,Unknown (likely private),multiple unit,1,3046280036,0,0,1,0,0,1,2,1,1,118.429628568,6
3036559,1444 PARK PLACE,65.43038397,R6,1.6131687242798352,NA,73.024116995,THERESA 157 CORP,11213,3034700,SHIRLEY VELEZ,HEDVA STAVISKY WEISS,ABIGAIL STAVISKY LIPNER,ALVES GRIFFITHS,141-50 141-50 85TH ROAD  BRIARWOOD NY NA,141-50 85TH ROAD  Jamaica NY 11435,141-50 85TH ROAD  Jamaica NY 11435,141-50 85TH ROAD  Jamaica NY 11435,Unknown (likely private),multiple unit,1,3013730025,0,0,1,0,0,0,2,0,1,73.024116995,4
3116056,646 PARKSIDE AVENUE,13.97,M1-1,Inf,NA,127.788133216,646 PARKSIDE,11226,3082000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3050570026,2,1,0,0,0,1,0,1,0,127.788133216,5
3081942,223 LIVONIA AVENUE,35.84,R6,0.7489711934156378,NA,77.8177897178,FIRST BAPTIST CHURCH OF BROWNSVILLE,11212,3092400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3035750006,0,0,1,0,0,1,0,0,1,77.8177897178,3
3125542,701 AVENUE C,46.3,R5,2.7920000000000003,NA,82.8516123852,MOON REAL PROPERTIES LLC,11218,3049400,MOSHEREF HUSSAIN,MOSHEREF HUSSAIN,NA,NA,548A EAST 2ND ST  Brooklyn NY 11218,548A EAST 2ND ST  Brooklyn NY 11218,548A EAST 2ND ST  Brooklyn NY 11218,NA,Unknown (likely private),multiple unit,1,3053590049,0,0,1,0,0,0,2,0,0,82.8516123852,3
3078145,1533 BROADWAY,33.1529918,R6,0.6584362139917695,NA,126.267451124,1533 REALTY LLC C/O S,11221,3039700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3033940006,0,0,1,0,0,1,0,1,1,126.267451124,4
3392969,345 ADAMS STREET,204.0,C5-4,1.189,NA,125.818170233,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,11201,3001100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001407503,2,0,0,0,1,0,2,1,0,125.818170233,6
3182169,1528 EAST 23 STREET,87.93,R4-1,1.0933333333333333,NA,221.62271215,NYC DEPARTMENT OF EDUCATION,11210,3054600,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3067690018,0,0,1,0,1,1,2,1,0,221.62271215,6
3070912,179 MORGAN AVENUE,25.32,M1-1,Inf,NA,152.859472953,RAINBOW POLY BAG COINC,11237,3048500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3030390015,2,1,0,0,0,0,0,1,1,152.859472953,5
3335294,138 BROADWAY,99.0,C4-3,2.2469135802469133,NA,63.7635666952,NA,11211,3054900,MARIO PEGORARO,KIMBERLY EARL,CLIFFORD LANE,ALBERTO THOMPSON,50 WEST 17TH ST 6FL New York NY 10011,50 WEST 17TH STREET 7TH New York NY 10011,50 WEST 17TH ST 6L New York NY 10011,50 WEST 17TH ST 6FL New York NY 10011,Unknown (likely private),not residential,0,3021327502,0,0,0,0,0,0,2,0,1,63.7635666952,3
3398221,397 GREENPOINT AVENUE,26.38,M3-1,Inf,NA,69.4574678749,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,11222,3057902,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3025270002,2,1,0,0,2,1,2,0,1,69.4574678749,9
3175752,275 QUENTIN ROAD,63.76,R5B,3.696296296296296,NA,80.3983411385,265 QUENTIN LLC,11223,3042400,DAVID LANDAU,CHAIM LANDAU,DAVID LANDAU,MONDI RUSHI,5223 15 AVE  BROOKLYN NY 11219,5223 15 AVE  BROOKLYN NY 11219,5223 15 AVE  BROOKLYN NY 11219,5223 15 AVE 1ST FL BROOKLYN NY 11219,Unknown (likely private),multiple unit,1,3066290043,0,0,1,0,0,1,2,0,0,80.3983411385,4
3255291,2885 CONEY ISLAND AVENUE,17.46,C8-1,Inf,NA,119.906732994,267 BAYRIDGE AVENUE REALTY LLC,11235,3060600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3074540060,2,0,0,0,1,1,0,1,1,119.906732994,6
3114595,552 FLATBUSH AVENUE,64.53,R7-1,1.3168604651162792,NA,91.4411149818,FLATMAN LLC,11225,3079802,PEDRO GARCIA,SHAUL KAPELOWITZ,PEDRO GARCIA,PEDRO GARCIA,2047 NOSTRAND AVENUE #AA Brooklyn NY 11210,2047 NOSTRAND AVE #AA Brooklyn NY 11210,2047 NOSTRAND AVENUE #AA Brooklyn NY 11210,2047 NOSTRAND AVENUE #AA Brooklyn NY 11210,Unknown (likely private),multiple unit,1,3050260070,0,0,0,0,0,0,2,0,0,91.4411149818,2
3182042,2010 OCEAN AVENUE,44.34,R7A,0.645,NA,84.4631784294,"OCEAN AVENUE 2010, LLC",11230,3054600,YUSUF BILDIRICI,YUSUF BILDIRICI,ALEX VERKHULEVSKY,ALEX VERKHULEVSKY,12 EAST 37TH STREET SECOND New York NY 10016,12 EAST 37TH STREET 2ND FL NEW YORK NY 10016,12 EAST 37TH STREET SECOND NEW YORK NY 10016,12 EAST 37TH ST 2ND FL New York NY 10016,Unknown (likely private),multiple unit,1,3067660022,0,0,0,0,0,1,2,0,0,84.4631784294,3
3173469,1632 MCDONALD AVENUE,20.08,M1-1,Inf,NA,223.732923401,1818 M PARTNERS LLC,11230,3044000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3065820028,2,1,0,0,1,1,0,1,0,223.732923401,6
3037798,1752 UNION STREET,63.43850437,R7-1,1.247093023255814,NA,77.838029445,1760 UNION ST,11213,3034902,ARON WITZNITER,JUDA ROSENFELD,JUDA ROSONFELD,HECTOR MARTINEZ,5318 NEW UTRECHT AVENUE 2ND FL BROOKLYN NY 11219,5318 NEW UTRECHT AVENUE 2ND FL BROOKLYN NY 11219,5318 NEW UTRECHT AVE 2ND FL BROOKLYN NY 11219,5318 NEW UTRECHT AVE 2ND FL BROOKLYN NY 11219,Unknown (likely private),multiple unit,1,3014030025,0,0,0,0,0,1,2,0,1,77.838029445,4
3222239,885 EAST 51 STREET,14.31,M1-1,Inf,NA,130.727073732,PARRELLA REALTY LLC,11203,3093200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3079470028,2,1,0,0,0,1,0,1,0,130.727073732,5
3175834,346 AVENUE P,91.29,R4-1,2.1866666666666665,NA,194.997925723,NYC DEPARTMENT OF EDUCATION,11204,3042400,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3066310001,0,0,1,0,1,1,2,1,0,194.997925723,6
3251702,70 CLYMER STREET,109.28,R7-1,1.505813953488372,NA,98.6930734276,NYC HOUSING AUTHORITY,11249,3054500,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3021750030,2,0,0,0,1,1,2,0,1,98.6930734276,7
3332163,141 6 STREET,27.55932009,M2-1,Inf,NA,121.477907276,MARITIME ESTATES INC,11215,3011901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3009790023,2,1,0,0,0,0,0,1,1,121.477907276,5
3114594,50 LINCOLN ROAD,66.0,R7-1,1.5988372093023255,NA,77.2078947375,LINCOLN54 LLC,11225,3079802,EVERTON FRECKLETON,MIKE SPERA,EVERTON FRECKLETON,EVERTON FRECKLETON,54 LINCOLN ROAD  BROOKLYN NY 11225,54 LINCOLN ROAD  BROOKLYN NY 11225,54 LINCOLN ROAD  BROOKLYN NY 11225,54 LINCOLN ROAD  BROOKLYN NY 11225,Unknown (likely private),multiple unit,1,3050260065,0,0,0,0,0,0,2,0,0,77.2078947375,2
3035579,1824-1828 ATLANTIC AVENUE,17.93,M1-1,Inf,NA,424.799661606,"ATLANTIC PROPERTIES II, LLC",11233,3030700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3013370021,2,1,0,0,1,1,2,2,1,424.799661606,10
3391516,9275 FT HAMILTON PARKWAY,43.81279928,R4,0.27999999999999997,Individual Landmark,73.0483599903,THE UNITED STATES OF  AMERICA,11209,3016400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3061530001,0,0,1,0,2,0,2,0,0,73.0483599903,5
3329017,9501 4 AVENUE,56.45190174,R5B,0.6296296296296295,NA,85.2367016076,ST PATRICKS RC CH,11209,3016200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3061230028,0,0,1,0,1,0,2,0,0,85.2367016076,4
3061372,12 FRANKLIN AVENUE,64.1,R7-1,1.1947674418604652,NA,99.1215786072,YESHIVAS AHAVAS ISRAEL,11249,3053700,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3022610017,0,0,0,0,0,1,2,0,1,99.1215786072,4
3337795,268 NORMAN AVENUE,41.198891,M1-2,Inf,NA,164.596702434,NORMAN 268 REALTY LLC,11222,3058901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3026580001,0,1,0,0,0,0,2,1,1,164.596702434,5
3336772,847 EAST 43 STREET,21.21,M1-1,Inf,NA,181.663595804,PEABODY WEBSTER HOLD,11210,3072600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3077270028,2,1,0,0,0,0,0,1,0,181.663595804,4
3324373,4502 4 AVENUE,79.06,R7A,0.8075,NA,79.073381823,MARIEN HEIM OF SUNSET PARK HOUSING DVLPT  FUND CORP,11220,3008000,BARBARA MIKOLAJCZAK,ROBERT WALSH,NA,BARBARA MIKOLAJCZAK,4520 4 AVE OFFICE BKLYN NY 11220,4520 4TH AVE OFFICE BROOKLYN NY 11220,870 OCEAN PARKWAY OFFICE BROOKLYN NY 11230,NA,Tax-exempt property,not residential,0,3007460039,0,0,0,0,2,1,2,0,1,79.073381823,6
3245546,2 WEST END AVENUE,67.0,R6,1.5843621399176955,NA,186.841299239,NA,11235,3061004,ARTHUR WIENER,ARTHUR WIENER,MEIR BOUSKILA,OSMAN ALBARDAK,166 MONTAGUE ST  BROOKLYN NY 11201,166 MONTAGUE ST  BROOKLYN NY 11201,166 MONTAGUE ST  BROOKLYN NY 11201,166 MONTAGUE ST  BROOKLYN NY 11201,Unknown (likely private),condo,1,3087137501,0,0,1,0,0,1,2,1,1,186.841299239,6
3254636,1534 EAST 55 STREET,14.0,R3-2,1.56,NA,208.914356027,NA,11234,3069000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3078997501,2,0,1,0,0,0,0,1,0,208.914356027,4
3071359,330 BUSHWICK AVENUE,67.73,R6,1.7037037037037035,NA,81.3226592956,NYC HOUSING AUTHORITY,11206,3049302,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3030810050,0,0,1,0,1,1,2,0,1,81.3226592956,6
3182465,1715 KINGS HIGHWAY,45.51,C4-4A,0.83,NA,93.0702732944,BRG 18 LLC,11229,3055200,FAUSTO DIAZ,SCOTT MITTEL,FAUSTO DIAZ,NICK SELAMI,711 STEWART AVENUE 100 Garden City NY 11530,4570 MANHATTAN COLLEGE PARKWAY BASEME Bronx NY 10471,711 STEWART AVENUE 100 Garden City NY 11530,4570 MANHATTAN COLLEGE PARKWAY BASEME Bronx NY 10471,Unknown (likely private),multiple unit,1,3067800012,0,0,0,0,0,0,2,0,0,93.0702732944,2
3123766,45 TEHAMA STREET,63.56,R5,3.096,NA,106.517849722,NAN ALICE RAKOWER IRREVOCABLE TRUST,11218,3049600,ZEV MILTZ,DOV RAKOWER,NA,NA,972 RT 45 204 Pomona NY 10970,679 MAGENTA STREET D Bronx NY 10467,972 RT 45 204 Pomona NY 10970,NA,Unknown (likely private),multiple unit,1,3053090029,0,0,1,0,0,1,2,1,0,106.517849722,5
3242369,2529 GERRITSEN AVENUE,28.1113,PARK,Inf,NA,474.276916819,NYC DEPARTMENT OF PARKS AND RECREATION,11229,3066600,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3085900650,2,0,0,0,0,0,2,2,0,474.276916819,6
3397272,6224 2 AVENUE,80.32,M2-1,Inf,NA,65.8684102826,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11220,3001804,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3057780001,0,1,0,0,2,0,2,0,1,65.8684102826,6
3145618,254 BAY RIDGE AVENUE,24.58,R5B,1.2962962962962963,NA,173.612564375,252 BAYRIDGE REALTY LLC,11220,3006800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3058710036,2,0,1,0,0,1,2,1,1,173.612564375,8
3337640,71 WEST STREET,78.24,M1-2/R6A,0.22666666666666668,NA,51.3547611176,56 WEST LLC,11222,3056100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3025680001,0,1,0,0,2,0,2,0,1,51.3547611176,6
3086087,303 STANLEY AVENUE,24.55126995,M1-1,Inf,NA,592.340961381,SELAR REALTY CORP,11207,3109800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3038810040,2,1,0,0,0,1,2,2,1,592.340961381,9
3208647,2501 NOSTRAND AVENUE,65.16,R6,1.5390946502057612,NA,165.676355584,2501 NOSTRAND AVENUE CO. LLC,11210,3074800,MICHAEL MALEK,DAVID MALEK,MICHAEL MALEK,EROL UMEROVSKI,170 E SUNRISE HWY  Valley Stream NY 11581,1497 CONEY ISLAND AVENUE  Brooklyn NY 11230,170 E SUNRISE HWY  Valley Stream NY 11581,170 E SUNRISE HWY  Valley Stream NY 11581,Unknown (likely private),multiple unit,1,3076300027,0,0,1,0,0,0,2,1,0,165.676355584,4
3115999,530 PARKSIDE AVENUE,64.46,R6,1.5925925925925926,NA,103.108063413,PARKSIDE530 LLC,11226,3082200,YECHIEL WEINBERGER,YECHIEL WEINBERGER,NA,YECHIEL WEINBERGER,4711 12TH AVENUE A8 BROOKLYN NY 11219,4711 12TH AVENUE A8 BROOKLYN NY 11219,4711 12TH AVENUE A8 BROOKLYN NY 11219,NA,Unknown (likely private),multiple unit,1,3050560014,0,0,1,0,0,1,2,1,1,103.108063413,6
3116808,779 ROGERS AVENUE,47.17,R6,1.2839506172839505,NA,93.1189962132,MARTENSE195,11226,3082000,RAY SOOKNANAN,SHAUL KAPELOWITZ,RAY SOOKNANAN,RAY SOOKNANAN,54 LINCOLN ROAD  Brooklyn NY 11225,54 LINCOLN ROAD  Brooklyn NY 11225,54 LINCOLN ROAD  Brooklyn NY 11225,54 LINCOLN ROAD  Brooklyn NY 11225,Unknown (likely private),multiple unit,1,3050880001,0,0,1,0,0,1,2,0,0,93.1189962132,4
3126786,470 OCEAN PARKWAY,63.17,R7A,0.845,NA,86.6713860405,470 REALTY ASSOCIATES LLC,11218,3049000,MICHAEL MALEK,DAVID MALEK,DAVID ABER,MERVAN SRDANOVIC,170 E SUNRISE HWY  Valley Stream NY 11581,1497 CONEY ISLAND AVENUE  Brooklyn NY 11230,170 E SUNRISE HWY  Valley Stream NY 11581,5106 AVENUE D  BROOKLYN NY 11203,Unknown (likely private),multiple unit,1,3053890034,0,0,0,0,0,0,2,0,0,86.6713860405,2
3147278,130 72 STREET,65.548481,R6A,0.98,NA,208.886026322,COLONY MANOR ASSOCS,11209,3003600,FRED ENRICO,JOSEPH PUNIA,JOSEPH PUNIA,ROBERT SOLLAKU,265 LEXINGTON AVE 1C NYC NY 10016,265 LEXINGTON AVE 1C NEW YORK NY 10016,PO BOX 6817 520 E ROUTE 22 2ND FL BRIDGEWATER NJ 08807,P.O.BOX 6817 520 E ROUTE 22  BRIDGEWATER NJ 08807,Unknown (likely private),multiple unit,1,3059060001,0,0,1,0,0,0,2,1,0,208.886026322,4
3070029,310 RICHARDSON STREET,16.8,M1-1,Inf,NA,122.107815514,310 NEW YUNG WAH REALTY,11222,3044901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3028590011,2,1,0,0,0,1,0,1,1,122.107815514,6
3137473,4800 14 AVENUE,65.15,R6,1.8436213991769548,NA,82.1424121059,4800 14TH AVENUE MANAGEMENT,11219,3023400,PANOS PAPADONIOU,LEWIS BARBANEL,RICHARD COHEN,DERWENT VALENTINE,1024 BROADWAY 1ST FL Woodmere NY 11598,183-11 HILLSIDE AVENUE 1M JAMAICA NY 11432,183-11 HILLSIDE AVENUE 1M Jamaica NY 11432,183-11 HILLSIDE AVENUE 1M Jamaica NY 11432,Unknown (likely private),multiple unit,1,3056350038,0,0,1,0,0,1,2,0,0,82.1424121059,4
3135162,945 39 STREET,11.98,M1-2,Inf,NA,119.948791428,CONG. ELIMULEI TORAH,11219,3011000,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3055820056,2,1,0,0,0,1,0,1,0,119.948791428,5
3330794,760 PROSPECT PLACE,77.66,R6A,0.6533333333333333,NA,316.877722136,NYC DEPARTMENT OF EDUCATION,11216,3031701,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3012330026,0,0,1,0,1,0,2,1,0,316.877722136,5
3071535,184 MOORE STREET,18.45,M1-1,Inf,NA,154.692630836,MIA MANAGEMENT CORP,11206,3048500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3031090016,2,1,0,0,0,0,0,1,1,154.692630836,5
3126838,465 OCEAN PARKWAY,65.57,R7A,0.895,NA,135.181706705,465 OCEAN PKWY ASSOCS L,11218,3049000,GERMAN CACERES,RONALD SWARTZ,GERMAN CACERES,MILAN MILGANIC,175 ROSLYN ROAD  ROSLYN HEIGHTS NY 11577,25-81 34TH STREET BASEME Astoria NY 11103,175 ROSLYN ROAD  ROSLYN HEIGHTS NY 11577,25-81 34TH STREET BSMT ASTORIA NY 11103,Unknown (likely private),multiple unit,1,3053900066,0,0,0,0,0,0,2,1,0,135.181706705,3
3086093,370 DE WITT AVENUE,21.50000455,M1-1,Inf,NA,260.919470386,734 FOCH BLVD. REALTY CORP.,11207,3109800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3038830027,2,1,0,0,0,1,0,1,1,260.919470386,6
3049938,598 LAFAYETTE AVENUE,91.05048439,R6B,1.785,NA,132.458299189,BROOKLYN TABERNACLE PRAYER FOR ALL PEOPL E,11216,3025100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3017890012,0,0,1,0,0,1,2,1,1,132.458299189,6
3035118,474 BROOKLYN AVENUE,65.59,R7-1,1.4796511627906976,NA,86.8320019428,5919 REALTY LLC,11225,3032900,PETER PIERRE,PETER PIERRE,PETER PIERRE,PETER PIERRE,438 KINGSTON AVENUE  BROOKLYN NY 11225,438 KINGSTON AVENUE  BROOKLYN NY 11225,438 KINGSTON AVENUE  BROOKLYN NY 11225,438 KINGSTON AVENUE  Brooklyn NY 11225,Unknown (likely private),multiple unit,1,3013220026,0,0,0,0,0,1,2,0,0,86.8320019428,3
3029671,284 EASTERN PARKWAY,69.04,R8A,0.5697674418604651,NA,103.699754175,284 PARKWAY ASSOC,11225,3021300,DEBRA COOPER,PETER WEINBERG,PETER WEINBERG,JUAN ALEXIS HEREDIA,284 EASTERN PARKWAY 1I BROOKLYN NY 11225,284 EASTERN PARKWAY 1I BROOKLYN NY 11225,284 EASTERN PARKWAY 1I BROOKLYN NY 11225,284 EASTERN PARKWAY 1I BROOKLYN NY 11225,Unknown (likely private),multiple unit,1,3011850021,0,0,0,0,0,0,2,1,0,103.699754175,3
3129319,1930 47 STREET,22.14,M1-1,Inf,NA,135.531086953,100 ELMOOD REALTY,11204,3046400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3054570090,2,1,0,0,0,1,0,1,0,135.531086953,5
3327827,60 KINGSLAND AVENUE,69.13,R6,0.49382716049382713,NA,83.3967806813,NYC HOUSING AUTHORITY,11211,3044901,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3028670001,0,0,1,0,2,1,2,0,1,83.3967806813,7
3329324,2705 MERMAID AVENUE,14.33,R5,0.8,NA,148.735208522,"2705 MERMAID, LLC",11224,3032800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3070120042,2,0,1,0,0,1,0,1,1,148.735208522,6
3107769,770 NEW YORK AVENUE,65.37,R7-1,1.0465116279069768,NA,104.372988359,770 REALTY LIMITED LIABILITY COMPANY,11203,3081800,RAFAEL PUGACH,SAMUEL CYNAMON,NA,RAFAEL PUGACH,1470 FLATBUSH AVENUE  BROOKLYN NY 11210,561 EAST 3RD STREET  Brooklyn NY 11218,1470 FLATBUSH AVENUE  BROOKLYN NY 11210,NA,Unknown (likely private),multiple unit,1,3048370052,0,0,0,0,0,0,2,1,0,104.372988359,3
3117111,125 EAST 18 STREET,65.2,R7A,1.0375,NA,93.4071101925,125 EAST 18TH STREET,11226,3051200,MOSHE PILLER,MOSHE PILLER,NA,MOSHE PILLER,4502 13TH AVENUE 13 Brooklyn NY 11219,4502 13TH AVENUE 13 Brooklyn NY 11219,4502 13TH AVENUE 13 BROOKLYN NY 11219,NA,Unknown (likely private),multiple unit,1,3050990074,0,0,0,0,0,0,2,0,0,93.4071101925,2
3000052,50 GOLD STREET,30.22,M3-1,Inf,NA,112.873653948,CONSTELLATION REAL ESTATE CORP,11201,3002100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3000320026,0,0,0,0,0,0,0,1,0,112.873653948,1
3024356,33 7 AVENUE,55.13,R6A,0.8300000000000001,Park Slope Historic District,67.0575259647,GRACE UNITED METHODIST CHURCH,11217,3015900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3010580001,0,0,1,1,0,0,0,0,0,67.0575259647,2
3000575,356 SCHERMERHORN STREET,62.24,C6-1,0.7558139534883721,NA,83.7326102934,FIRST BAPTIST CHURCH PIERREPONT ST,11217,3003900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3001730023,0,0,0,0,0,0,2,0,0,83.7326102934,2
3057308,102 PUTNAM AVENUE,62.36,R6B,1.335,NA,97.2718585347,ROMAN CATHOLIC CHURCH,11238,3022700,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3019950006,0,0,1,0,0,0,2,0,0,97.2718585347,3
3116613,50 LENOX ROAD,66.22961753,R7A,0.755,NA,91.9819598007,LENBED REALTIES LLC,11226,3079602,VICTOR KAHAN,AGNES FARKAS,BIRDE SAX,VICTOR KAHAN,5414 NEW UTRECHT AVE  BROOKLYN NY 11219,5414 NEW UTRECHT AVE  BROOKLYN NY 11219,5414 NEW UTRECHT AVE  BROOKLYN NY 11219,5414 NEW UTRECHT AVE  BROOKLYN NY 11219,Unknown (likely private),multiple unit,1,3050830032,0,0,0,0,0,0,2,0,0,91.9819598007,2
